3.503161894743233251e+00;-2.932826702946038644e-01;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;-1.137627379995976434e-01
3.503161894743233251e+00;-1.507123702946038257e-01;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;-5.673809754061139854e-01
3.490738460884888372e+00;6.055902356671927222e-02;0.000000000000000000e+00;1.000000000000000000e+00;4.821769887397291815e-02;-8.193486384152096624e-01
3.411597639298631801e+00;1.629025198622886528e-01;0.000000000000000000e+00;1.000000000000000000e+00;3.175468044822566949e-01;-3.949399008821968260e-01
3.261109500400898753e+00;1.464502224985086976e-01;0.000000000000000000e+00;1.000000000000000000e+00;6.070428571195971568e-01;9.497177794938369000e-02
3.035525747014016229e+00;6.623043603588252282e-02;0.000000000000000000e+00;1.000000000000000000e+00;8.986143571859397383e-01;3.454785525658409795e-01
2.735669952102592006e+00;6.896268119703075072e-02;0.000000000000000000e+00;1.000000000000000000e+00;1.194433437785471508e+00;1.634822148998174227e-02
2.361028498215343330e+00;7.817560825219427301e-02;0.000000000000000000e+00;1.000000000000000000e+00;1.486077699275304198e+00;6.827693695261331276e-03
1.914664483035082521e+00;6.268149982696868960e-02;0.000000000000000000e+00;1.000000000000000000e+00;1.786810690597954832e+00;1.163196663684013810e-01
1.395661053293384635e+00;5.255324839906805323e-02;0.000000000000000000e+00;1.000000000000000000e+00;2.065346104189765164e+00;1.185105749180818124e-01
6.744561219112449990e+00;8.976533300251068326e-01;2.481126054777231360e+01;1.000000000000000000e+00;2.358811394541648010e+00;2.095205433018375307e-02
6.474236717910243577e+00;9.795796614700509330e-01;4.443070473603714099e-01;1.000000000000000000e+00;2.553314394653024788e+00;0.000000000000000000e+00
6.258797995256881741e+00;1.024345322785666257e+00;3.859816233817468523e-01;1.000000000000000000e+00;2.331990489578310122e+00;1.356747977760305313e-01
6.061050326780003772e+00;9.333693354952710131e-01;3.325799115456913868e-01;1.000000000000000000e+00;2.032799141427588108e+00;6.363212025316450360e-01
5.833991794382985319e+00;7.703435956258837258e-01;2.866788625189271023e-01;1.000000000000000000e+00;1.796577111758316025e+00;8.723081063538424829e-01
5.512111092842723714e+00;6.046107924448986815e-01;2.486950537855752152e-01;1.000000000000000000e+00;1.968820187329118676e+00;8.755472588557168256e-01
