3.486214683650018742e+00;-2.777663431144854478e-01;0.000000000000000000e+00;1.000000000000000000e+00;6.908193188444365640e-02;-1.772101200304813384e-01
3.398093923100566904e+00;-1.094544325910491445e-01;0.000000000000000000e+00;1.000000000000000000e+00;3.530365216042671839e-01;-6.815770253316986160e-01
3.240524705958588658e+00;9.308710585075452570e-02;0.000000000000000000e+00;1.000000000000000000e+00;6.217597208702730915e-01;-7.980890907950192181e-01
3.108540322406160961e+00;2.633487135614269725e-01;0.000000000000000000e+00;1.000000000000000000e+00;5.255621901711802213e-01;-6.393783440289960707e-01
2.951544258224497508e+00;4.363807254838798499e-01;0.000000000000000000e+00;1.000000000000000000e+00;6.601540216414889528e-01;-6.021608879284939819e-01
2.771443923911324880e+00;5.040701231931183912e-01;0.000000000000000000e+00;1.000000000000000000e+00;8.055481962152741815e-01;-1.373806599849459742e-01
2.532329381856357031e+00;5.493087252730610714e-01;0.000000000000000000e+00;1.000000000000000000e+00;1.087257548024458176e+00;2.692451604009469396e-02
2.264556031199051578e+00;5.717760246264713686e-01;0.000000000000000000e+00;1.000000000000000000e+00;1.267584436963557382e+00;1.956122054231256846e-01
2.017055794096187071e+00;4.624511959996406851e-01;0.000000000000000000e+00;1.000000000000000000e+00;1.117039442876205158e+00;6.881541966445637870e-01
1.704292379720099504e+00;3.272374022908266511e-01;0.000000000000000000e+00;1.000000000000000000e+00;1.347804463663693886e+00;8.113845267713566400e-01
1.299015780844959611e+00;3.190816688362190234e-01;0.000000000000000000e+00;1.000000000000000000e+00;1.645013781050870039e+00;3.646075243845803282e-01
5.459680773340833682e+00;-2.746183567892894750e-01;1.852738631213935960e+01;1.000000000000000000e+00;1.779819457725756005e+00;2.729775347859019208e-01
5.118842906967965511e+00;-4.733826441734687585e-01;4.513816743944521481e-01;1.000000000000000000e+00;1.575202494957990362e+00;7.452026405560532307e-01
4.881889920384654857e+00;-6.116447328875533884e-01;3.878686147409068363e-01;1.000000000000000000e+00;1.274297018525198943e+00;4.809401941243758860e-01
4.721599175867553733e+00;-6.142257114028408793e-01;3.304074350108446301e-01;1.000000000000000000e+00;9.630689098292595229e-01;-4.519656886450657690e-02
4.549583991835358887e+00;-4.892193531466739742e-01;2.867707757805073032e-01;1.000000000000000000e+00;9.655922177666073081e-01;-5.500207527106996119e-01
4.289729396666882799e+00;-2.862076228429142333e-01;2.457701860286563567e-01;1.000000000000000000e+00;1.256048272492687357e+00;-8.665312300828537095e-01
3.929780489582553216e+00;-7.032940891860084420e-02;2.083894846308944615e-01;1.000000000000000000e+00;1.527844962698798659e+00;-8.499909681733809341e-01
3.522041632909357123e+00;8.494695128318996424e-02;1.881760587485033775e-01;1.000000000000000000e+00;1.744684964241552283e+00;-5.664057839604853539e-01
3.168099567398134919e+00;1.327413655037430473e-01;1.607380204973936910e-01;1.000000000000000000e+00;1.514959914266262642e+00;-9.603710015628637298e-02
2.787102032577271515e+00;1.323345417268417812e-01;1.364556280730954141e-01;1.000000000000000000e+00;1.618853318247587936e+00;1.074579807217203448e-01
2.418489632747057527e+00;1.611412895721842098e-01;1.053677240362171086e-01;1.000000000000000000e+00;1.570113733991433946e+00;6.349556476389839159e-03
1.983543385460396324e+00;1.152699521562796647e-01;7.737922030370961157e-02;1.000000000000000000e+00;1.845350513933384784e+00;3.308861381041766081e-01
1.478435019937720973e+00;8.909193439059448494e-02;5.234348787473850489e-02;1.000000000000000000e+00;2.127149443784868144e+00;2.377320772239664148e-01
8.705132489510194915e+00;2.843831078415319791e+00;3.708616002517000254e+01;0.000000000000000000e+00;2.425348197205718481e+00;5.149808302172547564e-02
8.976663250425673368e+00;2.785102908581418291e+00;1.583177796149558114e+00;0.000000000000000000e+00;2.231737581263699255e+00;1.790119317621541584e-01
9.245969004367843525e+00;2.797291296816091233e+00;9.906498348649647179e-01;0.000000000000000000e+00;1.969223130186905424e+00;-3.956942287529708474e-02
9.475746906645683865e+00;2.916550305505887675e+00;8.069455269265043418e-01;0.000000000000000000e+00;1.675421068172781247e+00;-4.622495965530440398e-01
9.716405344598671334e+00;3.130538956283477336e+00;6.262532488733013603e-01;0.000000000000000000e+00;1.518766600832378355e+00;-8.512815476775017487e-01
1.005665315088130640e+01;-2.941142906355163067e+00;4.767376182989554456e-01;0.000000000000000000e+00;1.793656669461680231e+00;-8.742292587040866314e-01
1.047997375510434281e+01;-2.738059140491843735e+00;3.566824566105689653e-01;0.000000000000000000e+00;2.102465713616357590e+00;-8.773533499699892602e-01
1.094751097497642967e+01;-2.547004151156175844e+00;2.612042532081754742e-01;0.000000000000000000e+00;2.380298602828012200e+00;-8.686503033689280118e-01
1.142742346640602236e+01;-2.366528232029240009e+00;1.929456497605008536e-01;0.000000000000000000e+00;2.689616866611971524e+00;-8.725751821820797449e-01
1.188539299354936141e+01;-2.196343978798986907e+00;1.410984197173822952e-01;0.000000000000000000e+00;2.995372612480863062e+00;-8.744499841722068734e-01
1.228856553672603624e+01;-2.036334344294545406e+00;1.012096087935778765e-01;0.000000000000000000e+00;3.265929733638215371e+00;-8.665620774879676524e-01
1.261378342277333964e+01;-1.883270237659022905e+00;7.367606496302238350e-02;0.000000000000000000e+00;3.610227898148544945e+00;-8.782417022557637010e-01
1.283168862503042540e+01;-1.738360960867558536e+00;5.169168226936066146e-02;0.000000000000000000e+00;3.866103877585309156e+00;-8.679882652740231741e-01
1.292321815714017141e+01;-1.599719582722066491e+00;3.654547131519093883e-02;0.000000000000000000e+00;4.197068536779919867e+00;-8.749975278756721986e-01
1.287047381750616282e+01;-1.467326813811438813e+00;2.627571731455885171e-02;0.000000000000000000e+00;4.477438606494494877e+00;-8.710559545418671279e-01
1.265733217413430545e+01;-1.339713856878404830e+00;2.541428682297419347e-02;0.000000000000000000e+00;4.770111378496625143e+00;-8.700043091628490988e-01
9.809119014991969365e+00;-1.269408232228942168e+00;1.004398195348184686e+01;1.000000000000000000e+00;4.859783950308453448e+00;-7.881485309903358827e-01
