6.839420420920620636e+00;-2.124830909456147054e+00;5.042717968368928827e-03;0.000000000000000000e+00
1.066831087525129185e+01;8.763514424851104323e-02;1.832418964122341176e+00;1.608098859316083873e-01
2.226230646182881578e+00;1.259929416534938174e+00;6.483684139604501961e-01;8.724677042807175154e-01
1.173646041460802714e+01;1.207952133373306758e-01;1.518840912772131180e+00;3.834078431374326468e-01
1.155920065336079539e+01;-2.082904812221780588e+00;3.687761431217705110e-02;-8.382784090912385189e-01
7.712478943061821468e+00;2.766748497674340612e+00;2.991745983035774548e-01;6.958278145695510064e-01
3.530013933201432863e+00;-5.757094178212329716e-02;2.286636906954014226e+00;0.000000000000000000e+00
1.074372172097524292e+01;1.532634424930152228e+00;5.955494758165658098e-02;8.698511363639780392e-01
6.963362326223568211e+00;1.995353045609130849e+00;2.933028518347948754e+00;3.210163934426499277e-01
1.255876478557107712e+00;-1.533753015462435698e-01;2.290827237841043473e+00;0.000000000000000000e+00
8.777939720966475790e+00;-2.381223608329152697e-01;1.114663078256932671e+00;-6.791360437842237641e-01
5.591707383724502378e+00;2.536846507365315695e+00;2.304977051067051086e+00;0.000000000000000000e+00
6.669390968120458396e+00;1.228325720849435143e+00;1.394226814306475104e-01;1.738242187500957381e-01
8.465817068657116806e+00;3.095841735965644936e+00;2.748098333157549256e+00;0.000000000000000000e+00
1.006586704089126094e+01;2.507761893644584017e+00;4.649707678351319880e-03;0.000000000000000000e+00
1.811250012019942091e+01;2.701043567670846635e-01;1.059892878925664306e+00;8.647534039333579781e-01
1.460265751120750544e+01;3.080918685739321372e+00;2.602183511135490734e-01;0.000000000000000000e+00
5.528161003235491755e+00;-3.041797602492502861e+00;4.850257966554998544e-03;0.000000000000000000e+00
3.657469864306931218e+00;9.347787643159310988e-02;3.425006411745285195e+00;1.578437499999472970e-01
1.640977781700254878e+00;1.407383993667827848e-01;2.734787269850664782e+00;2.936999214454240684e-02
1.184885351746809157e+01;-2.557158067904669263e+00;5.924920741721839516e-03;0.000000000000000000e+00
7.679199232438887357e+00;-2.683527770301764370e+00;1.574965123649574750e+00;0.000000000000000000e+00
1.469005737637460740e+01;-1.215111137045814971e+00;4.804776091820122108e-01;-8.751023437497079671e-01
8.258103847090142224e+00;2.558632904672414998e+00;5.729788195569504583e-03;1.152479417959026003e-01
1.292265866597466228e+01;2.937021368298556645e+00;3.028515723400916571e+00;0.000000000000000000e+00
1.264504827579855828e+01;-2.985693774684838875e+00;1.523081984274127443e+00;0.000000000000000000e+00
7.364210149259136529e+00;-7.525004402977431006e-02;2.902593655886624990e+00;1.001926709482622163e-01
7.406491498645293881e+00;2.425946387063462328e+00;5.217385835431754756e-03;0.000000000000000000e+00
8.635215657627144381e+00;1.600486206831019942e-01;3.688773895710055317e+00;3.361027190332079029e-03
2.511126907434588329e+00;-1.945280777177067932e+00;9.559049834446340377e-01;-3.997635658914140411e-01
2.425709374262374318e+00;-5.707648150536392961e-02;2.385403541803783334e+00;-2.449245283020044517e-01
9.491317800335691501e+00;2.530685867582818993e+00;4.638127023921603982e-03;0.000000000000000000e+00
1.766402958040152171e+01;-9.047192901900386053e-01;7.099010902613148710e-01;-8.748600281548668534e-01
4.625641494988857794e+00;-4.867482866948857900e-02;1.978735840334345353e+00;-1.153816199377060000e-03
5.954035452976073728e+00;2.394502708168380511e+00;4.838706664093589058e-03;0.000000000000000000e+00
3.314048390259412447e+00;3.129749743619119506e+00;5.316136450724054385e-03;0.000000000000000000e+00
1.131392613525957458e+01;2.280207550647856962e-01;3.522061692963323942e+00;-3.968169291336509641e-01
8.985991359555439928e+00;1.359452339256307596e+00;4.101429834906692440e-01;8.745339843747080844e-01
8.991707673605109363e+00;2.075555915446958721e+00;1.925373093107698219e+00;0.000000000000000000e+00
1.937787964209585567e+01;2.888210709210985438e+00;1.498207938421483254e+00;3.137226562500357030e-01
7.825868383640822046e+00;2.954595342575220052e+00;5.327726914195956426e-03;0.000000000000000000e+00
5.698095363903879829e+00;-3.107349850801083058e+00;5.325072797540154716e-03;0.000000000000000000e+00
1.196673234498696381e+01;3.088947217685520386e+00;1.539102822610286525e+00;0.000000000000000000e+00
