3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.200951370294603748e+00;0.000000000000000000e+00;0.000000000000000000e+00
3.503161894743233251e+00;-1.197068481294603748e+00;0.000000000000000000e+00;-1.538399274162233731e-02
3.503161894743233251e+00;-1.142484330294603723e+00;0.000000000000000000e+00;-2.092116295648974167e-01
3.503161894743233251e+00;-1.024913770294603843e+00;0.000000000000000000e+00;-4.646139498122900391e-01
3.502413368578015440e+00;-8.471995121064834766e-01;4.334508300458789730e-03;-6.738745186245443941e-01
3.480127007275740425e+00;-6.186793162773840393e-01;1.129270774962236462e-01;-9.079178555484376245e-01
3.421468121331689094e+00;-4.091530494728381484e-01;2.553779404899645389e-01;-8.386619310445347919e-01
3.326868760374535494e+00;-2.450732038608882668e-01;3.938598371950633448e-01;-6.855586111385898462e-01
3.189182867144811251e+00;-6.299689093265214979e-02;5.330296312093739663e-01;-7.207036177840834279e-01
3.013695035380985487e+00;6.323314031423965531e-02;6.726164341526732482e-01;-4.811151182532779069e-01
2.802397487726714598e+00;1.314769628954666203e-01;8.144878026495153689e-01;-2.320642757478653395e-01
2.563636472953410017e+00;1.424636670198196065e-01;9.528286060820214676e-01;6.866172839506246017e-03
2.297184678225501209e+00;9.446227063961076809e-02;1.029320285384663469e+00;2.348765230864815756e-01
1.968037906888228550e+00;4.888970713088136577e-02;1.309110975853124081e+00;2.198291602495903996e-01
1.610414111028589002e+00;5.578745983615451820e-02;1.378188087891659475e+00;1.267021268406861439e-02
1.214904184270101162e+00;7.397804514940942155e-02;1.451068717784734785e+00;0.000000000000000000e+00
4.096663133011804625e+00;6.986057404631473844e-02;1.602878635179238564e+00;0.000000000000000000e+00
3.809120508101293989e+00;1.128274235778734536e-01;1.382280141325777478e+00;-3.616342882880746457e-02
3.529017013114200019e+00;1.614609476379511577e-01;1.347008917934969130e+00;-4.036081392909612875e-02
3.201306598354646926e+00;1.490880658114970281e-01;1.595191667473207620e+00;2.142702686004666346e-01
2.859718372943692355e+00;1.326326125337602413e-01;1.686423494940144430e+00;2.196309258670061937e-01
2.477555342994018694e+00;9.764461559345516406e-02;1.732582881480236647e+00;2.686721521854006367e-01
2.024170483455109082e+00;9.366016404113874927e-02;2.022850369927721825e+00;1.479000960614799964e-01
1.542764136955276699e+00;1.353524634740184140e-01;2.133800821145108717e+00;1.970967241111593743e-02
1.088282506195960231e+00;1.866871705696055983e-01;2.045057872285471756e+00;8.780761492029118265e-02
5.477395086940215485e+00;2.346583292811236010e+00;2.126103575275863911e+00;0.000000000000000000e+00
5.555518952369847163e+00;2.365517819281971246e+00;1.879284888235959183e+00;0.000000000000000000e+00
5.603480892134529157e+00;2.398277915063978138e+00;1.659179151729210488e+00;-2.741110807540677458e-02
5.644652886698693806e+00;2.492437630332294596e+00;1.676617771337988394e+00;-2.522192907581284338e-01
5.701332905842734000e+00;2.641338069631089525e+00;1.455728381598004439e+00;-4.989822185260009424e-01
